timestamp,synthetic_price,actual_price,spread
7800,58597.57313797314,58734.5,136.9268620268631
7900,58597.0,58732.8125,135.8125
8000,58594.1581632653,58731.5,137.3418367346967
8100,58593.62394325138,58730.5,136.87605674861697
8200,58586.5,58722.83720930233,136.33720930232812
8300,58586.272369145205,58725.5,139.22763085479528
8400,58591.520000000004,58732.5,140.97999999999593
8500,58593.77857142857,58736.18965517241,142.41108374384203
8600,58600.0,58749.5,149.5
8700,58599.811594202896,58758.16091954023,158.3493253373308
8800,58599.84920634921,58759.5,159.65079365079146
8900,58604.15037593985,58769.71428571428,165.56390977443516
9000,58608.00588235294,58770.49484536082,162.48896300788329
9100,58607.5,58771.5,164.0
9200,58609.0,58772.5,163.5
9300,58610.73503781239,58774.79661016949,164.0615723571027
9400,58615.484962406015,58772.86111111111,157.37614870509424
9500,58614.0859375,58774.5,160.4140625
9600,58594.5,58756.5,162.0
9700,58591.5,58757.5,166.0
9800,58591.75409836066,58755.12195121951,163.3678528588498
9900,58595.80281690141,58765.5,169.6971830985931
10000,58591.877551020414,58761.5,169.6224489795859
10100,58595.25,58762.5,167.25
10200,58593.80921052631,58767.5,173.6907894736869
10300,58590.33313334333,58765.765957446805,175.43282410347456
10400,58590.362318840576,58764.0,173.63768115942366
10500,58586.5,58760.5,174.0
10600,58581.13559322034,58753.5,172.3644067796631
10700,58589.78571428571,58764.5,174.71428571428987
10800,58588.0,58761.5,173.5
10900,58589.1,58761.5,172.40000000000146
11000,58586.68493150685,58755.5,168.81506849315338
11100,58587.27777777778,58755.175,167.8972222222219
11200,58589.67256637168,58761.5,171.82743362832116
11300,58585.816326530614,58763.5,177.68367346938612
11400,58587.0,58768.206896551725,181.20689655172464
11500,58585.269230769234,58769.5,184.23076923076587
11600,58586.26868686869,58767.5,181.23131313131307
11700,58587.5,58768.5,181.0
11800,58586.72082459819,58765.5,178.7791754018108
11900,58592.34259259259,58765.5,173.15740740740875
12000,58593.21875,58766.134146341465,172.91539634146466
12100,58598.26531670576,58767.5,169.23468329424213
12200,58596.76470588235,58767.17647058824,170.41176470588834
12300,58596.0,58772.80392156863,176.80392156862945
12400,58599.5,58772.5,173.0
12500,58602.41447368421,58775.5,173.0855263157864
12600,58602.0,58776.5,174.5
12700,58604.5,58779.5,175.0
12800,58605.69008382549,58780.63636363636,174.9462798108725
12900,58605.936,58786.46052631579,180.5245263157849
13000,58610.04887218045,58785.40298507463,175.3541128941797
13100,58609.02090301004,58790.5,181.47909698996227
13200,58611.06703412073,58797.5,186.43296587927034
13300,58615.54763104839,58800.5,184.9523689516136
13400,58614.61292613637,58799.5,184.8870738636324
13500,58611.55882352941,58794.5,182.94117647058738
13600,58612.1,58797.5,185.40000000000146
13700,58611.0,58796.5,185.5
13800,58615.0,58802.5,187.5
13900,58614.947761194024,58799.5,184.55223880597623
14000,58615.539344262295,58802.22727272727,186.68792846497672
14100,58614.804195804194,58804.5,189.69580419580598
14200,58622.30357142857,58811.5,189.19642857142753
14300,58617.289855072464,58810.86046511628,193.5706100438183
14400,58617.18215613383,58809.5,192.31784386617073
14500,58616.6640625,58810.5,193.8359375
14600,58615.78676470588,58808.5,192.71323529411893
14700,58612.72950819672,58802.5,189.77049180328322
14800,58614.34281875916,58806.5,192.1571812408365
14900,58613.17391304348,58800.0,186.82608695652016
15000,58605.58917197453,58790.45744680851,184.8682748339852
15100,58600.8937007874,58788.22857142857,187.3348706411707
15200,58603.04605263158,58787.48192771084,184.43587507925986
15300,58599.0,58778.5,179.5
15400,58599.23061342593,58780.5,181.269386574073
15500,58603.859221102684,58778.163043478264,174.30382237557933
15600,58607.793103448275,58780.5,172.70689655172464
15700,58607.36285822634,58779.5,172.1371417736591
15800,58606.5,58782.26315789474,175.7631578947403
15900,58607.0,58783.5,176.5
16000,58610.5,58789.5,179.0
16100,58609.82191780822,58782.14102564102,172.31910783280182
16200,58607.5,58776.24,168.73999999999796
16300,58608.15789473684,58780.5,172.3421052631602
16400,58609.0,58779.72857142857,170.7285714285681
16500,58612.180620350526,58778.5,166.31937964947429
16600,58610.61344537815,58779.39215686275,168.77871148459963
16700,58611.82089552239,58780.166666666664,168.3457711442752
16800,58614.0,58784.21666666667,170.21666666666715
16900,58615.36029411765,58781.5,166.13970588234952
17000,58613.67808219178,58784.175,170.49691780822468
17100,58618.31506849315,58790.5,172.18493150684662
17200,58618.2,58791.5,173.3000000000029
17300,58617.476718403545,58789.71666666667,172.23994826312264
17400,58611.5,58781.5,170.0
17500,58611.11,58781.5,170.38999999999942
17600,58611.82575757576,58776.5,164.67424242424022
17700,58611.566666666666,58774.5,162.9333333333343
17800,58610.5,58772.5,162.0
17900,58608.66911764706,58773.5,164.8308823529369
18000,58608.5,58769.5,161.0
18100,58601.36607142857,58759.5,158.13392857142753
18200,58599.197046703295,58758.49367088608,159.29662418278167
18300,58597.8125,58752.5,154.6875
18400,58603.31067961165,58752.5,149.18932038835192
18500,58604.29789763484,58751.5,147.2021023651614
18600,58606.632450331126,58754.5,147.86754966887383
18700,58606.40697674418,58755.15714285714,148.75016611295723
18800,58608.0,58762.5,154.5
18900,58609.166666666664,58759.5,150.33333333333576
19000,58613.73684210527,58765.5,151.763157894733
19100,58610.8448275862,58762.5,151.65517241379712
19200,58613.40076335878,58761.5,148.09923664121743
19300,58617.94252873563,58766.5,148.557471264372
19400,58613.79006806931,58761.5,147.70993193068716
19500,58613.760869565216,58764.78787878788,151.02700922266376
19600,58611.5,58766.25,154.75
19700,58620.78448275862,58764.5,143.7155172413768
19800,58624.96913580247,58770.177777777775,145.20864197530318
19900,58622.0,58773.5,151.5
20000,58623.316901408456,58771.822222222225,148.50532081376878
20100,58618.013245033115,58772.5,154.4867549668852
20200,58625.0,58779.5,154.5
20300,58625.829620823424,58782.5,156.6703791765758
20400,58621.5,58782.5,161.0
20500,58619.92805755395,58783.5,163.57194244604761
20600,58622.5,58789.5,167.0
20700,58624.26605504587,58787.5,163.2339449541323
20800,58629.42957746479,58790.07352941176,160.64395194697136
20900,58632.1875,58796.5,164.3125
21000,58636.0,58800.5,164.5
21100,58633.57746478873,58800.5,166.92253521126986
21200,58633.0,58807.5,174.5
21300,58630.67575757575,58801.265625,170.58986742424895
21400,58632.16428571429,58804.77777777778,172.61349206349405
21500,58633.5,58807.74698795181,174.2469879518103
21600,58629.0,58807.5,178.5
21700,58621.20289855072,58798.80434782609,177.6014492753675
21800,58619.87676282051,58797.5,177.6232371794904
21900,58623.5,58808.5,185.0
22000,58618.82835820896,58809.5,190.67164179104293
22100,58617.16923076923,58808.5,191.3307692307717
22200,58623.4357358871,58820.5,197.06426411290158
22300,58621.78461538462,58819.5,197.71538461538148
22400,58618.17647058824,58814.5,196.32352941176214
22500,58620.0,58820.857142857145,200.85714285714494
22600,58620.30701754386,58821.7972972973,201.4902797534378
22700,58621.0,58827.5,206.5
22800,58621.234375,58827.5,206.265625
22900,58624.40654205607,58831.179487179485,206.77294512341177
23000,58623.0,58827.5,204.5
23100,58624.76666666666,58832.1875,207.4208333333372
23200,58624.653846153844,58832.192307692305,207.53846153846098
23300,58630.0,58834.5,204.5
23400,58633.269230769234,58836.85555555556,203.58632478632353
23500,58635.36987372891,58843.5,208.13012627109129
23600,58634.30493244661,58840.5,206.19506755338807
23700,58634.764064293915,58838.5,203.735935706085
23800,58632.65873015873,58844.78378378379,212.12505362505908
23900,58634.54032258065,58849.775862068964,215.2355394883125
24000,58633.31787658802,58850.11538461538,216.7975080273609
24100,58632.0,58842.756410256414,210.7564102564138
24200,58631.5,58841.5,210.0
24300,58632.03624295113,58846.5,214.46375704887032
24400,58634.8730964467,58854.5,219.62690355329687
24500,58633.537398921835,58852.243902439026,218.70650351719087
24600,58637.0,58854.5,217.5
24700,58635.62162162162,58852.5,216.87837837838015
24800,58635.76865671642,58856.5,220.73134328357992
24900,58636.64634146342,58856.73626373626,220.08992227284034
25000,58634.5,58850.805555555555,216.30555555555475
25100,58635.53169930166,58856.5,220.9683006983396
25200,58637.0,58855.5,218.5
25300,58634.76347903544,58855.5,220.7365209645577
25400,58634.04761904762,58856.5,222.45238095238165
25500,58628.96323529412,58848.5,219.53676470588107
25600,58631.17307692308,58847.72727272727,216.55419580419402
25700,58633.5,58854.22093023256,220.7209302325573
25800,58635.0,58853.78571428572,218.7857142857174
25900,58633.0,58848.48684210526,215.4868421052597
26000,58629.98681346818,58845.80487804878,215.81806458059873
26100,58630.75,58847.5,216.75
26200,58630.14732142857,58848.5,218.35267857142753
26300,58627.5,58848.29787234042,220.79787234042305
26400,58628.22857142857,58856.09523809524,227.8666666666686
26500,58629.597590997015,58865.5,235.90240900298522
26600,58632.5,58864.5,232.0
26700,58630.25,58855.166666666664,224.91666666666424
26800,58624.91150442478,58845.5,220.58849557521899
26900,58622.031088082906,58843.48648648649,221.45539840358106
27000,58621.76981891348,58843.5,221.7301810865174
27100,58616.0,58836.5,220.5
27200,58617.333333333336,58833.5,216.16666666666424
27300,58623.72916666667,58834.5,210.77083333332848
27400,58621.348,58830.5,209.15200000000186
27500,58619.951595744686,58834.5,214.54840425531438
27600,58618.507227891154,58833.25,214.7427721088461
27700,58615.281818181815,58833.5,218.21818181818526
27800,58619.41935483871,58837.5,218.08064516128798
27900,58619.42560251699,58838.5,219.07439748301113
28000,58622.85229783473,58841.8,218.94770216527104
28100,58626.1914893617,58852.311475409835,226.11998604813562
28200,58625.882999353584,58848.5,222.61700064641627
28300,58625.211713075056,58846.5,221.28828692494426
28400,58629.22923076923,58849.5,220.27076923076675
28500,58635.793478260865,58850.5,214.7065217391355
28600,58635.03719008264,58851.5,216.46280991735694
28700,58629.5,58847.794117647056,218.29411764705583
28800,58626.82456140351,58843.5,216.67543859648868
28900,58627.91718646317,58840.5,212.58281353682833
29000,58625.18032786885,58838.5,213.31967213114694
29100,58631.24137931035,58842.5,211.25862068965216
29200,58627.4051724138,58838.5,211.09482758620288
29300,58631.3828125,58843.5,212.1171875
29400,58635.59281263585,58850.5,214.90718736415147
29500,58638.86956521739,58850.5,211.63043478260806
29600,58639.78787878788,58849.5,209.7121212121201
29700,58642.5,58852.5,210.0
29800,58639.0,58843.5,204.5
29900,58639.5,58843.5,204.0
30000,58640.5,58845.5,205.0
30100,58639.82638888889,58847.19512195122,207.36873306232883
30200,58633.5,58841.76388888889,208.2638888888905
30300,58634.70714285715,58842.5,207.79285714284924
30400,58634.191780821915,58839.5,205.30821917808498
30500,58634.5,58836.52631578947,202.0263157894733
30600,58633.85507246377,58834.5,200.644927536232
30700,58633.0,58827.5,194.5
30800,58628.72960777508,58820.5,191.77039222492022
30900,58626.5,58821.5,195.0
31000,58627.52450090744,58821.5,193.97549909255758
31100,58621.5,58814.5,193.0
31200,58630.5,58814.5,184.0
31300,58630.846774193546,58819.203125,188.35635080645443
31400,58635.46192893401,58826.5,191.03807106598833
31500,58634.0,58820.5,186.5
31600,58637.0,58824.5,187.5
31700,58638.28260869565,58823.5,185.21739130435162
31800,58636.67218543046,58822.5,185.8278145695367
31900,58633.5,58823.5,190.0
32000,58636.5,58828.5,192.0
32100,58638.11498881432,58826.5,188.38501118568092
32200,58635.5,58826.5,191.0
32300,58636.82692307692,58837.243589743586,200.41666666666424
32400,58638.086343732895,58838.8023255814,200.71598184850154
32500,58640.0,58842.5,202.5
32600,58648.93777777778,58851.782608695656,202.84483091787843
32700,58652.3443627451,58854.35106382979,202.00670108469058
32800,58656.0,58857.5,201.5
32900,58652.877862595415,58858.5,205.62213740458537
33000,58652.0,58855.5,203.5
33100,58651.15718745758,58854.5,203.34281254241796
33200,58637.370272215674,58840.5,203.12972778432595
33300,58631.81333333333,58840.5,208.68666666666832
33400,58628.129310344826,58833.5,205.37068965517392
33500,58632.0,58842.5,210.5
33600,58644.704545454544,58857.5,212.79545454545587
33700,58642.430875576036,58853.5,211.06912442396424
33800,58645.80681419038,58852.8625,207.05568580962426
33900,58649.7109800363,58855.5,205.78901996369677
34000,58646.67346938775,58852.5,205.82653061224846
34100,58651.625,58854.5,202.875
34200,58656.0,58857.769230769234,201.76923076923413
34300,58656.66216655823,58864.5,207.8378334417721
34400,58662.01653814935,58874.5,212.4834618506502
34500,58658.15909090909,58872.811111111114,214.6520202020256
34600,58655.75806451613,58871.194444444445,215.43637992831646
34700,58654.5,58867.5,213.0
34800,58653.01408450704,58872.1724137931,219.1583292860596
34900,58655.5,58873.175,217.6750000000029
35000,58662.91123566215,58879.5,216.5887643378519
35100,58662.35533869116,58879.5,217.14466130884102
35200,58664.220338983054,58875.5,211.2796610169462
35300,58663.370689655174,58879.5,216.12931034482608
35400,58657.0,58874.46052631579,217.4605263157864
35500,58656.07142857143,58875.5,219.42857142857247
35600,58654.663265306124,58873.76666666667,219.10340136054583
35700,58651.36666666667,58868.5,217.1333333333314
35800,58646.38582677166,58867.5,221.11417322834313
35900,58644.70909090909,58867.5,222.79090909090883
36000,58649.98366187384,58871.5,221.5163381261591
36100,58648.98190150093,58871.49056603773,222.50866453680646
36200,58636.80916030534,58861.5,224.6908396946601
36300,58643.66929133858,58860.11111111111,216.44181977253174
36400,58637.93198992443,58861.21666666667,223.28467674223793
36500,58637.93959731544,58861.5,223.56040268456127
36600,58641.5,58866.5,225.0
36700,58640.19285714286,58872.5,232.30714285714203
36800,58637.0,58869.5,232.5
36900,58638.70533910534,58864.22368421053,225.5183451051853
37000,58639.13286713287,58861.5,222.36713286713348
37100,58635.714962121216,58860.5,224.78503787878435
37200,58641.77868852459,58868.5,226.72131147541222
37300,58639.02842105263,58864.805555555555,225.77713450292504
37400,58637.04638419657,58864.181818181816,227.1354339852478
37500,58639.81012658228,58863.5,223.689873417723
37600,58638.0,58857.5,219.5
37700,58641.58666666667,58860.5,218.91333333333023
37800,58639.47606679035,58851.5,212.02393320965348
37900,58635.0,58851.73684210526,216.7368421052597
38000,58636.89473684211,58852.5,215.6052631578932
38100,58638.691666666666,58854.5,215.8083333333343
38200,58636.9358974359,58850.5,213.56410256410163
38300,58641.90909090909,58848.8125,206.90340909091174
38400,58642.34042553192,58847.5,205.1595744680817
38500,58638.90549395161,58843.818181818184,204.9126878665702
38600,58640.0,58843.0,203.0
38700,58639.0,58838.5,199.5
38800,58638.816666666666,58837.23170731707,198.415040650405
38900,58639.0,58835.61538461538,196.61538461538294
39000,58638.188405797104,58836.5,198.31159420289623
39100,58641.21929824562,58835.13513513513,193.91583688951505
39200,58644.737704918036,58835.5,190.7622950819641
39300,58647.03558718861,58840.78217821782,193.7465910292085
39400,58653.5,58854.5,201.0
39500,58651.69594594595,58852.5,200.80405405405327
39600,58662.05714285714,58861.166666666664,199.10952380952222
39700,58661.83886546242,58863.5,201.66113453757862
39800,58663.358340688435,58856.5,193.14165931156458
39900,58668.5,58864.5,196.0
40000,58664.84962406015,58861.21666666667,196.3670426065146
40100,58666.16667285743,58858.5,192.33332714257267
40200,58660.5,58860.828571428574,200.32857142857392
40300,58659.41269841269,58864.5,205.0873015873076
40400,58658.13157894737,58863.279411764706,205.1478328173398
40500,58660.0,58858.5,198.5
40600,58663.19500074173,58866.5,203.30499925826734
40700,58653.61818181818,58860.5,206.88181818182056
40800,58654.0,58860.5,206.5
40900,58651.0,58850.5,199.5
41000,58649.0,58846.5,197.5
41100,58652.0,58856.5,204.5
41200,58641.94478527607,58844.5,202.55521472392866
41300,58641.0,58845.5,204.5
41400,58638.322222222225,58840.40740740741,202.08518518518395
41500,58638.29411764706,58843.230769230766,204.93665158370277
41600,58640.28723404255,58843.5,203.21276595744712
41700,58632.5,58834.5,202.0
41800,58634.5,58839.5,205.0
41900,58634.5,58840.5,206.0
42000,58629.94930970242,58829.5,199.55069029758306
42100,58629.91242867775,58827.209677419356,197.29724874160456
42200,58623.0,58825.5,202.5
42300,58624.0,58819.19512195122,195.19512195121933
42400,58619.6935483871,58818.833333333336,199.13978494623734
42500,58616.764646149044,58815.5,198.73535385095602
42600,58621.32307692308,58815.5,194.1769230769205
42700,58620.5,58819.22727272727,198.72727272727207
42800,58624.564600840335,58824.5,199.9353991596654
42900,58623.4756097561,58829.5,206.02439024390333
43000,58616.0,58817.2,201.1999999999971
43100,58613.56831629909,58816.5,202.93168370091007
43200,58620.0,58816.5,196.5
43300,58615.0,58816.5,201.5
43400,58612.10320829084,58815.150684931505,203.04747664066235
43500,58610.984524820975,58819.5,208.5154751790251
43600,58612.49253731343,58818.5,206.00746268656803
43700,58611.85365853658,58819.5,207.64634146341996
43800,58608.94,58814.5,205.55999999999767
43900,58608.04548853439,58815.82894736842,207.78345883402653
44000,58613.35820895522,58819.09433962264,205.7361306674211
44100,58610.65625,58821.5,210.84375
44200,58615.8,58827.5,211.6999999999971
44300,58618.5,58831.5,213.0
44400,58620.13429517503,58830.463917525776,210.32962235074956
44500,58625.67021276596,58834.5,208.82978723404085
44600,58627.5,58837.5,210.0
44700,58628.84745762712,58838.5,209.65254237288173
44800,58627.94304187191,58833.64705882353,205.70401695161854
44900,58630.33552631579,58837.5,207.1644736842136
45000,58629.666666666664,58835.5,205.83333333333576
45100,58634.0,58832.5,198.5
45200,58632.0,58837.5,205.5
45300,58630.790322580644,58840.5,209.709677419356
45400,58628.15454545454,58838.5,210.34545454545878
45500,58627.5,58839.5,212.0
45600,58629.5,58839.5,210.0
45700,58626.14111498257,58836.5,210.35888501742738
45800,58625.788732394365,58831.880952380954,206.09221998658904
45900,58623.736641221374,58828.5,204.76335877862584
46000,58626.271929824565,58832.5,206.22807017543528
46100,58626.806576220086,58831.5,204.69342377991416
46200,58626.5,58832.5,206.0
46300,58623.5,58829.5,206.0
46400,58622.87614678899,58829.8125,206.93635321100737
46500,58622.666666666664,58835.5,212.83333333333576
46600,58622.0,58836.5,214.5
46700,58623.66793893129,58837.5,213.83206106870784
46800,58628.395685997166,58837.813953488374,209.4182674912081
46900,58628.89928057554,58840.5,211.60071942445938
47000,58629.29838709677,58838.5,209.20161290322721
47100,58630.08611460217,58834.5,204.4138853978293
47200,58634.84259259259,58838.5,203.65740740740875
47300,58635.08542258982,58841.5,206.41457741017803
47400,58631.319075772204,58844.5,213.1809242277959
47500,58627.529411764706,58842.48,214.9505882352969
47600,58626.857142857145,58841.5,214.64285714285506
47700,58621.042486231316,58834.5,213.4575137686843
47800,58621.14705882353,58833.5,212.35294117646845
47900,58624.440239043826,58834.75806451613,210.3178254723025
48000,58621.86206896552,58828.8125,206.95043103447824
48100,58623.03209459459,58825.5,202.46790540540678
48200,58631.049616368284,58836.5,205.45038363171625
48300,58629.2131147541,58833.5,204.2868852458996
48400,58623.37704918033,58829.796875,206.41982581967022
48500,58623.833333333336,58831.5,207.66666666666424
48600,58626.5,58833.5,207.0
48700,58626.0,58832.5,206.5
48800,58624.625,58831.5,206.875
48900,58620.52040816327,58827.5,206.97959183673083
49000,58623.75380914194,58825.5,201.74619085805898
49100,58624.07894736842,58827.53968253968,203.46073517126206
49200,58628.5,58828.5,200.0
49300,58631.95886614346,58834.5,202.5411338565391
49400,58631.5755048288,58831.857142857145,200.28163802834752
49500,58631.22149973009,58829.5,198.27850026990927
49600,58631.080357142855,58833.25675675676,202.17639961390523
49700,58634.38636363637,58834.5,200.1136363636324
49800,58638.0,58836.18085106383,198.18085106382932
49900,58639.794642857145,58837.78571428572,197.99107142857247
50000,58640.05092592593,58839.5,199.449074074073
50100,58637.0,58836.5,199.5
50200,58640.97177157689,58836.5,195.52822842310707
50300,58641.0,58834.0,193.0
50400,58635.26999360205,58825.5,190.23000639794918
50500,58633.644,58822.5,188.85599999999977
50600,58632.5,58816.3,183.8000000000029
50700,58634.400990099006,58823.816666666666,189.41567656765983
50800,58627.677777777775,58822.17857142857,194.50079365079728
50900,58626.32608695652,58817.46511627907,191.1390293225486
51000,58631.02631578947,58823.5,192.4736842105267
51100,58634.879642857144,58825.5,190.62035714285594
51200,58636.913223140495,58828.5,191.58677685950533
51300,58639.22400442478,58827.5,188.27599557521899
51400,58645.5,58838.5,193.0
51500,58650.5,58839.5,189.0
51600,58647.5,58836.48529411765,188.98529411765048
51700,58646.46721311475,58837.5,191.03278688524733
51800,58645.237704918036,58839.1282051282,193.89050021016737
51900,58643.85950413223,58830.5,186.64049586776673
52000,58645.96017699115,58829.204545454544,183.24436846339086
52100,58647.5,58831.78409090909,184.28409090908826
52200,58651.5,58834.5,183.0
52300,58650.67647058824,58833.77027027027,183.09379968203575
52400,58655.24647887324,58839.15853658537,183.91205771212844
52500,58658.0,58842.77777777778,184.777777777781
52600,58671.0,58856.18421052631,185.1842105263131
52700,58665.250132485424,58842.5,177.24986751457618
52800,58665.640287769784,58846.5,180.85971223021625
52900,58667.770000000004,58847.5,179.72999999999593
53000,58669.539787798414,58850.27142857143,180.73164077301772
53100,58667.80701754386,58849.5,181.69298245613754
53200,58665.17213114754,58848.5,183.32786885245878
53300,58664.0,58840.145161290326,176.14516129032563
53400,58663.78571428571,58842.5,178.71428571428987
53500,58675.05,58850.5,175.4499999999971
53600,58675.5,58852.5,177.0
53700,58677.210526315794,58852.5,175.2894736842063
53800,58680.37096774194,58848.5,168.12903225806076
53900,58679.0,58848.5,169.5
54000,58686.984615384616,58861.5,174.5153846153844
54100,58686.9846429996,58861.5,174.51535700039676
54200,58679.245762711864,58853.5,174.2542372881362
54300,58672.0,58843.5,171.5
54400,58674.62387442951,58843.46551724138,168.8416428118653
54500,58671.53982300885,58846.5,174.96017699115328
54600,58667.17333333333,58848.19047619047,181.01714285714115
54700,58668.56435643564,58846.5,177.93564356435672
54800,58669.28313253012,58848.5,179.2168674698769
54900,58664.173904761905,58838.5,174.32609523809515
55000,58663.567980295564,58840.5,176.93201970443624
55100,58664.332208124775,58848.5,184.1677918752248
55200,58662.737931034484,58843.5,180.76206896551594
55300,58662.96345975948,58842.5,179.5365402405223
55400,58665.4268292683,58852.208333333336,186.78150406503846
55500,58658.84166666667,58844.5,185.65833333333285
55600,58656.0,58840.5,184.5
55700,58647.443999999996,58833.5,186.05600000000413
55800,58649.508849557526,58833.19736842105,183.68851886352786
55900,58646.41275167785,58825.5,179.08724832214648
56000,58645.343702865764,58821.5,176.1562971342355
56100,58650.862318840576,58823.23611111111,172.37379227053316
56200,58652.0,58818.372881355936,166.37288135593553
56300,58653.5,58826.5,173.0
56400,58647.0,58821.5,174.5
56500,58646.482142857145,58820.5,174.01785714285506
56600,58644.80701754386,58823.5,178.69298245613754
56700,58643.0,58822.13157894737,179.1315789473665
56800,58641.92870813397,58825.5,183.57129186602833
56900,58645.20456784044,58832.5,187.29543215956073
57000,58642.5,58829.5,187.0
57100,58640.5,58832.5,192.0
57200,58641.5,58833.166666666664,191.66666666666424
57300,58642.07558139535,58836.0,193.92441860464896
57400,58644.0,58839.203125,195.203125
57500,58644.43306288033,58839.5,195.0669371196709
57600,58647.5,58844.5,197.0
57700,58645.0,58842.5,197.5
57800,58642.923781348,58842.5,199.57621865200053
57900,58641.14705882353,58835.75,194.60294117646845
58000,58641.17692307692,58830.21951219512,189.04258911820216
58100,58638.70370370371,58829.5,190.79629629629198
58200,58637.0,58835.0,198.0
58300,58632.5,58817.5,185.0
58400,58632.08724832215,58818.816666666666,186.72941834451922
58500,58630.0,58814.5,184.5
58600,58631.075,58817.5,186.4250000000029
58700,58635.0,58822.5,187.5
58800,58632.58886124402,58825.5,192.9111387559824
58900,58634.845588235294,58823.21951219512,188.37392395982897
59000,58636.0,58823.5,187.5
59100,58636.833333333336,58824.77380952381,187.94047619047342
59200,58636.5,58828.5,192.0
59300,58639.5,58827.186046511626,187.68604651162605
59400,58637.83928571429,58825.5,187.66071428571013
59500,58641.875,58829.5,187.625
59600,58642.17272727273,58828.5,186.3272727272706
59700,58642.15079365079,58825.5,183.34920634920854
59800,58644.0,58828.5,184.5
59900,58645.15833333333,58831.5,186.34166666666715
60000,58654.12595419848,58841.22857142857,187.1026172300917
60100,58653.95302013423,58841.68918918919,187.73616905495874
60200,58655.0,58842.8125,187.8125
60300,58654.5,58844.5,190.0
60400,58655.21376646979,58849.822916666664,194.60915019687673
60500,58657.37899334189,58854.1625,196.78350665811013
60600,58659.17692307692,58853.046875,193.8699519230795
